vua_ID,vua_title,vua_hoten,vua_tuochieu,vua_chucvi,vua_ngaysinh,vua_ngaymat,trieudai_ID,vua_thongtin
134,Minh Mạng,Minh Mạng,Nguyễn Thánh Tổ,Hoàng đế thứ 2,25/05/1791,20/01/1841,14,"Minh Mạng hay Minh Mệnh (chữ Hán: 明命, 25 tháng 5 năm 1791 – 20 tháng 1 năm 1841) là vị hoàng đế thứ hai của triều Nguyễn trị vì từ năm 1820 đến khi qua đời, được truy tôn miếu hiệu là Nguyễn Thánh Tổ. Ông là vị vua có nhiều thành tích nhất của nhà Nguyễn, nhưng đến cuối thời ông thì nhà Nguyễn dần suy yếu cả về kinh tế và quân sự.| Trong 21 năm trị vì (1820-1841), Minh Mạng ban bố hàng loạt cải cách về hành chính. Ông đổi tên nước Việt Nam thành Đại Nam, lập thêm Nội các và Cơ mật viện, bãi bỏ chức Tổng trấn Bắc thành và Gia Định thành, đổi trấn thành tỉnh, củng cố chế độ lưu quan ở miền núi. Quân đội cũng được chú trọng xây dựng (do liên tục diễn ra nội loạn và chiến tranh giành lãnh thổ với lân bang). Minh Mạng còn cử quan đôn đốc khai hoang ở ven biển Bắc kỳ và Nam kỳ. Ngoài ra, ông rất quan tâm đến khoa cử Nho giáo, năm 1822 ông mở lại các kì thi Hội, thi Đình ở kinh đô để tuyển chọn nhân tài. Ông nghiêm cấm truyền bá đạo Cơ Đốc vì cho rằng đó là thứ tà đạo làm băng hoại truyền thống dân tộc.| Tuy nhiên, Minh Mạng không đưa ra cải cách nào về kinh tế, tiếp tục thi hành chính sách ""trọng nông ức thương"" của vua cha Gia Long. Đời sống nhân dân khó khăn, trong khi triều đình chi tiêu quá nhiều cho chiến tranh với các nước láng giềng, dẫn tới liên tục xảy ra nội loạn. Liên tiếp xảy ra các cuộc nổi dậy của nông dân chống lại triều đình (Phan Bá Vành, Lê Duy Lương, Nông Văn Vân,... ở miền Bắc và Lê Văn Khôi ở miền Nam). Trong 20 năm cai trị, đã có tới 234 cuộc nổi dậy chống triều đình trên cả nước, nhà vua phải sai nhiều tướng đánh dẹp.| Về ngoại giao, Minh Mạng không đưa ra cải cách nào, ông tiếp tục duy trì chính sách của Gia Long: Bế quan toả cảng, từ chối mọi giao lưu với phương Tây, cấm người dân buôn bán với ngoại quốc, khiến Đại Nam dần tụt hậu do không tiếp thu được các thành tựu mới về khoa học kỹ thuật.| Đối với các nước láng giềng, Minh Mạng sử dụng vũ lực nhiều lần: giành lại Trấn Ninh (từng bị vua cha là Gia Long cắt cho Ai Lao), lập các phủ Lạc Biên, Trấn Định, Trấn Man nhằm khống chế Ai Lao; đánh bại Xiêm La để giành quyền khống chế Chân Lạp, chiếm vùng Nam Vang (Phnôm Pênh ngày nay) và đổi tên thành Trấn Tây Thành; kết quả là Việt Nam thời cuối Minh Mạng có lãnh thổ rộng hơn cả hiện nay. Tuy nhiên, các cuộc chiến tranh tốn kém đó đã làm cạn kiệt quốc khố, nên nhà Nguyễn đã không thể giữ được các lãnh thổ mới đánh chiếm. Ngay sau khi Minh Mạng mất, con ông là Thiệu Trị đã phải rút quân khỏi Trấn Tây Thành, chỉ 7 năm sau khi chiếm được vùng này. Do quốc khố suy kiệt nên quân đội nhà Nguyễn sau thời Minh Mạng cũng ngày càng yếu đi. Nhiều lãnh thổ khác cũng bị Xiêm La đánh chiếm mà nhà Nguyễn không còn khả năng để giành lại (nay thuộc về nước Lào) nên lãnh thổ nhà Nguyễn sau thời Minh Mạng lại bị co hẹp lại, nhỏ hơn so với Việt Nam hiện nay."
135,Thiệu Trị,Nguyễn Phúc Dung,Hiến Tổ,Hoàng đế thứ 3,16/06/1807,04/11/1847,14,"Thiệu Trị (chữ Hán: 紹治 16 tháng 6 năm 1807 – 4 tháng 11 năm 1847), húy là Nguyễn Phúc Dung (阮福曧), sau cải thành Nguyễn Phúc Miên Tông (阮福綿宗), là vị hoàng đế thứ ba của nhà Nguyễn nước Đại Nam. Ông kế vị vua cha là Minh Mạng, trị vì từ năm 1841 đến khi qua đời, tổng cộng gần 7 năm, được truy tôn miếu hiệu là Hiến Tổ (憲祖), thụy hiệu Thiệu Thiên Chương Hoàng Đế (紹天章皇帝). Trong thời gian trị vì ông chỉ sử dụng một niên hiệu là Thiệu Trị nên thường được gọi theo tên này.| Thiệu Trị được sử sách mô tả là một hoàng đế thông minh, tận tụy chăm lo việc nước, uyên bác Nho học, yêu thích thơ ca. Nhưng Thiệu Trị không đưa ra cải cách gì mới, chỉ duy trì các chính sách hành chính, kinh tế, giáo dục, luật pháp, quân sự... từ thời Minh Mạng. Khi Thiệu Trị lên ngôi, chính sách bành trướng của Minh Mạng đã khiến lãnh thổ Đại Nam đạt đến mức rộng nhất trong lịch sử. Đại Nam đô hộ vùng đông nam Chân Lạp, đặt ra Trấn Tây Thành nhưng sự hà khắc của quan quân Việt đã gây nên sự căm phẫn và nổi dậy liên miên của người Chân Lạp, chi phí quân sự khiến quốc khố ngày càng cạn kiệt. Thiệu Trị phải xuống lệnh rút quân khỏi Trấn Tây Thành. Liên quân Xiêm La-Chân Lạp nhân đó đánh phá biên giới Tây Nam, Thiệu Trị sai nhiều tướng giỏi như Lê Văn Đức, Nguyễn Tri Phương, Doãn Uẩn,... mang quân chống lại. Quân Đại Nam đánh bại Xiêm La rồi truy kích vào đất Chân Lạp, nhưng đất Trấn Ninh thì đã bị Xiêm La chiếm mất. Năm 1845, Đại Nam và Xiêm La ký hòa ước chia nhau quyền bảo hộ Chân Lạp, vùng biên phía Tây cuối cùng đã được tạm yên, nhưng cũng từ đây quá trình mở rộng lãnh thổ của người Việt bị dừng lại, lãnh thổ Đại Nam cũng bị thu hẹp khá nhiều so với thời Minh Mạng.| Sau khi kết thúc chiến tranh với Xiêm La, Thiệu Trị phải đương đầu với mối đe dọa xâm lược càng lúc càng gia tăng từ Pháp. Đỉnh điểm là trận cửa biển Đà Nẵng (1847) khi quân thuyền Pháp bắn chìm 5 chiếc thuyền đồng của thủy quân Đại Nam. Thất bại này khiến hoàng đế hết sức tức giận và lo lắng, nhưng cho đến khi chết, Thiệu Trị và quần thần vẫn không thể tìm ra phương sách hợp lý để đối phó. 10 năm sau cái chết của Thiệu Trị (1858), Pháp nổ súng xâm lược Đại Nam, mở đầu thời kỳ Việt Nam bị Pháp đô hộ."
136,Tự Đức,Nguyễn Phúc Hồng Nhậm,Nguyễn Dực Tông,Hoàng đế thứ 4,22/09/1829,19/07/1883,14,"Tự Đức (chữ Hán: 嗣德 22 tháng 9 năm 1829 – 19 tháng 7 năm 1883) tên thật là Nguyễn Phúc Hồng Nhậm (阮福洪任), khi lên ngôi đổi thành Nguyễn Phúc Thì (阮福時), là vị hoàng đế thứ tư của triều Nguyễn. Ông là vị vua có thời gian trị vì lâu dài nhất của nhà Nguyễn, trị vì từ năm 1847 đến 1883, ông được truy tôn miếu hiệu là Nguyễn Dực Tông (阮翼宗), thụy hiệu là  Thể Thiên Anh Hoàng Đế. Trong suốt thời gian trị vì của mình ông chỉ sử dụng duy nhất một niên hiệu là Tự Đức (嗣德) nên thường được gọi với tên này.| Triều đại của ông đánh dấu sự suy yếu của nhà Nguyễn và nhiều sự kiện xấu với vận mệnh Đại Nam. Quân đội nhà Nguyễn ngày càng suy yếu, kinh tế trì trệ, trong khi nhiều cuộc nội loạn diễn ra trong cả nước. Năm 1858, liên quân Pháp-Tây Ban Nha nổ súng tấn công Đà Nẵng. Trước tình hình người Pháp xâm lấn trong triều đình đặt ra vấn đề cải cách, liên tiếp các năm từ 1864 đến 1881, các quan là Phan Thanh Giản, Phạm Phú Thứ, Nguyễn Trường Tộ, Đinh Văn Điền, Nguyễn Hiệp, Lê Định liên tiếp dâng sớ xin nhà vua cho cải cách toàn diện đất nước nhưng các đình thần lại không thống nhất, nhà vua cũng không đưa ra được quyết sách dứt khoát. Mãi đến năm 1878, triều đình mới bắt đầu cử người thực hiện các bước đầu tiên trong quá trình cải cách là cho học tiếng nước ngoài, nhưng đình thần vẫn bất đồng và nảy sinh hai phe chủ trương cải cách và bảo thủ, rồi đến khi nước Đại Nam dần rơi vào tay quân Pháp cũng nảy sinh hai phe chủ chiến và chủ hòa. Chính vua Tự Đức cũng phải tự phê về triều đại mình như sau: ""Thanh dung thịnh nhi võ bị suy, nghị luận đa nhi thành công thiểu"" (聲容盛而武備衰, 議論多而成功少; nghĩa là: Bề ngoài hào nhoáng nhưng quân sự suy yếu, bàn luận nhiều mà thành công ít)| Triều đình nhà Nguyễn ngày càng bất lực trước sự tấn công của Pháp, chỉ mong cắt đất cầu hòa. Cuối cùng, tới năm 1883, Tự Đức qua đời, ngay sau đó Pháp tấn công vào kinh đô và ép buộc nhà Nguyễn phải công nhận sự ""bảo hộ"" của Pháp trên toàn Đại Nam. Nhà Nguyễn sau thời Tự Đức chỉ còn là danh nghĩa, vua Nguyễn chỉ còn là bù nhìn, thực tế thì đã mất nước vào tay Pháp."
137,Dục Đức,Nguyễn Phúc Ưng Ái,Cung Tông,Hoàng đế thứ 5,23/02/1852,06/10/1883,14,"Nguyễn Cung Tông (chữ Hán: 阮恭宗 23/2/1852 – 6/10/1883), tên thật là Nguyễn Phúc Ưng Ái, sau đổi thành Nguyễn Phúc Ưng Chân (阮福膺禛), là vị hoàng đế thứ năm của triều đại nhà Nguyễn. Ông lên ngôi vua ngày 19 tháng 7 năm 1883 nhưng tại vị chỉ được ba ngày, ngắn nhất trong số 13 vị hoàng đế của triều Nguyễn, được vua Thành Thái truy tôn miếu hiệu là Cung Tông (恭宗), thụy hiệu là Huệ Hoàng đế (惠皇帝). Dục Đức là tên gọi khi ông còn ở Dục Đức Đường."
138,Hiệp Hòa,Nguyễn Phúc Hồng Dật,Hiệp Hòa,Hoàng đế thứ 6,01/11/1847,29/11/1883,14,"Hiệp Hòa (chữ Hán: 協和; 1 tháng 11 năm 1847 – 29 tháng 11 năm 1883), húy là Nguyễn Phúc Hồng Dật (阮福洪佚), sau khi lên ngôi đổi thành Nguyễn Phúc Thăng (阮福昇), là vị hoàng đế thứ sáu của triều đại nhà Nguyễn trong lịch sử Việt Nam. Trong khoảng thời gian trị vì ngắn ngủi của mình, ông chỉ sử dụng một niên hiệu là Hiệp Hòa nên thường được gọi theo tên này. Ông không có miếu hiệu, được hậu duệ truy tặng làm Văn Lãng Quận vương (文朗郡王), thụy là Trang Cung (莊恭).Thời gian trị vì của ông Là 4 tháng 10 ngày tổng cộng 130 ngày."
139,Kiến Phúc,Nguyễn Phúc Ưng Đăng,Nguyễn Giản Tông,Hoàng đế thứ 7,12/02/1869,31/07/1884,14,"Nguyễn Giản Tông (chữ Hán:阮簡宗; 12 tháng 2 năm 1869 – 31 tháng 7 năm 1884), tên thật là Nguyễn Phúc Ưng Đăng (阮福膺登), là vị hoàng đế thứ bảy của triều đại nhà Nguyễn trong lịch sử Việt Nam. Ông lên ngôi ngày 2 tháng 12 năm 1883, tại vị được 8 tháng thì qua đời, được truy tôn miếu hiệu là Nguyễn Giản Tông (簡宗), thuỵ hiệu Nghị Hoàng Đế (毅皇帝), ông dùng niên hiệu là Kiến Phúc (建福) nên còn được gọi là Kiến Phúc Đế (建福帝). Dưới thời vua Kiến Phúc, vào ngày 6 tháng 6 năm 1884, triều đình Huế đã kí với thực dân Pháp bản Hòa ước Giáp Thân (Hòa ước Patenôtre), có chỉnh lý một số điều so với bản Hòa ước Quý Mùi nhưng về cơ bản vẫn công nhận sự ""bảo hộ"" của Pháp đối với đất nước Việt Nam.| Vua Kiến Phúc chỉ làm vua được 8 tháng, và trở thành vị quân chủ yểu mệnh nhất của triều đại nhà Nguyễn, khi băng hà chỉ vừa 15 tuổi. Cái chết của ông liên hệ mật thiết đến dưỡng mẫu Học phi Nguyễn Văn Thị Hương và Phụ chánh Đại thần Nguyễn Văn Tường."
140,Hàm Nghi,Nguyễn Phúc Ưng Lịch,,Hoàng đế thứ 8,03/08/1871,14/01/1944,14,"Hàm Nghi (chữ Hán: 咸宜 3 tháng 8 năm 1871 – 14 tháng 1 năm 1944), tên thật Nguyễn Phúc Ưng Lịch (阮福膺𧰡), là vị hoàng đế thứ tám của nhà Nguyễn, triều đại phong kiến cuối cùng trong lịch sử Việt Nam.| Là em trai của vua Kiến Phúc, năm 1884 Hàm Nghi được các phụ chính đại thần Nguyễn Văn Tường và Tôn Thất Thuyết đưa lên ngôi ở tuổi 13. Sau khi cuộc phản công tại kinh thành Huế thất bại năm 1885, Tôn Thất Thuyết đưa ông ra ngoài và phát chiếu Cần Vương chống thực dân Pháp.| Nhân danh ông, Tôn Thất Thuyết đã phát động phong trào Cần Vương, kêu gọi văn thân, nghĩa sĩ giúp vua, giúp nước. Phong trào này kéo dài đến năm 1888 thì Hàm Nghi bị bắt. Sau đó, ông bị đem an trí ở Alger (thủ đô xứ Algérie) và qua đời tại đây năm 1944 vì bệnh ung thư dạ dày. Do áp lực của Pháp nên nhà Nguyễn không lập miếu hiệu cho ông.| Ngày nay, lịch sử Việt Nam xem ông cùng với các vua chống Pháp gồm Thành Thái, Duy Tân là ba vị vua yêu nước trong thời kỳ Pháp thuộc."
141,Đồng Khánh,Nguyễn Phúc Ưng Thị,,Hoàng đế thứ 9,19/02/1864,28/01/1889,14,"Đồng Khánh Đế (chữ Hán: 同慶 19 tháng 2 năm 1864 – 28 tháng 1 năm 1889), tên húy là Nguyễn Phúc Ưng Thị (阮福膺豉) và Nguyễn Phúc Ưng Đường (阮福膺禟 ), lên ngôi lấy tên là Nguyễn Phúc Biện (阮福昪), là vị hoàng đế thứ chín của nhà Nguyễn trong lịch sử Việt Nam, tại vị từ năm 1885 đến 1889.| Đồng Khánh nguyên là con nuôi của vua Tự Đức. Năm 1885, sau khi triều đình Huế bị thất bại trước quân đội Pháp trong trận Kinh thành Huế, vua Hàm Nghi và Tôn Thất Thuyết bỏ chạy ra Quảng Trị, người Pháp đã lập ông lên làm vua, lập ra chính quyền Nam triều dưới sự Bảo hộ của Pháp. Trong thời gian trị vì của ông, thực dân Pháp bắt đầu những công việc đầu tiên để thiết lập nền đô hộ kéo dài hơn 60 năm ở Bắc Kỳ và Trung Kỳ, trong khi triều đình Huế chọn lối ngoại giao hòa hoãn, tránh gây xích mích với người Pháp, đồng thời tranh thủ xây dựng và quản trị nội bộ. Đồng Khánh Đế chủ trương tiếp thu nền văn minh Pháp, dùng các mặt hàng Tây phương, cách tân và áp dụng các chính sách để nội địa hóa quản trị trong nước. Ông từng được người Pháp trao tặng Huân chương Bắc đẩu Bội tinh. | Đầu năm 1889, Đồng Khánh nhuốm bệnh nặng và qua đời khi còn khá trẻ, chỉ trị vì được 4 năm, miếu hiệu là Cảnh Tông (景宗). Kế nhiệm ông là vua Thành Thái."
142,Thành Thái,Nguyễn Phúc Bửu Lân,,Hoàng đế thứ 10,14/03/1879,20/03/1954,14,"Thành Thái (chữ Hán: 成泰 14 tháng 3 năm 1879 – 20 tháng 3 năm 1954), tên khai sinh là Nguyễn Phúc Bửu Lân (阮福寶嶙), là vị hoàng đế thứ 10 của triều đại nhà Nguyễn, tại vị từ 1889 đến 1907.| Do chống Pháp nên ông, cùng với các vua Hàm Nghi và Duy Tân, là 3 vị vua yêu nước trong lịch sử Việt Nam thời Pháp thuộc bị đi đày tại ngoại quốc (bao gồm vua Hàm Nghi, ông và vua Duy Tân). Ông không có miếu hiệu."
143,Duy Tân,Nguyễn Phúc Vĩnh San,,Hoàng đế thứ 11,19/09/1900,26/12/1945,14,"Duy Tân (chữ Hán: 維新 19 tháng 9 năm 1900 – 26 tháng 12 năm 1945), tên khai sinh là Nguyễn Phúc Vĩnh San (阮福永珊), là vị hoàng đế thứ 11 của nhà Nguyễn, ở ngôi từ năm 1907 đến năm 1916, sau vua Thành Thái.| Khi vua cha bị thực dân Pháp lưu đày, ông được người Pháp đưa lên ngôi khi còn thơ ấu. Tuy nhiên, ông dần dần khẳng định thái độ bất hợp tác với Pháp. Năm 1916, lúc ở châu Âu có cuộc Đại chiến, ông bí mật liên lạc với các lãnh tụ Việt Nam Quang phục Hội như Thái Phiên, Trần Cao Vân dự định khởi nghĩa. Tuy nhiên, dự định bại lộ và Duy Tân bị bắt ngày 6 tháng 5 và đến ngày 3 tháng 11 năm 1916 ông bị đem an trí trên đảo Réunion ở Ấn Độ Dương.| Trong Chiến tranh thế giới thứ hai (1939 - 1945) ông gia nhập quân Đồng Minh chống phát xít Đức. Ngày 26 tháng 12 năm 1945, ông tử nạn trong vụ tai nạn máy bay ở Cộng hòa Trung Phi, khi ông mới 45 tuổi. Ngày 28 tháng 3 năm 1987, thi hài ông được đưa từ M'Baiki, Cộng hòa Trung Phi về Việt Nam, rồi đưa về an táng tại Lăng Dục Đức, Huế cạnh lăng mộ vua cha Thành Thái. Ông không có miếu hiệu."
144,Khải Định,Nguyễn Phúc Bửu Đảo,Hoằng Tông,Hoàng đế thứ 12,08/10/1885,06/11/1925,14,"Khải Định Đế (chữ Hán: 啓定帝;  8/10/1885 – 6/11/1925), tên khai sinh Nguyễn Phúc Bửu Đảo (阮福寶嶹), là vị hoàng đế thứ 12 của nhà Nguyễn trong lịch sử Việt Nam, trị vì từ 1916 đến 1925. Ông được truy tôn miếu hiệu là Hoằng Tông (弘宗).| Khải Định tự sáng chế ra những bộ y phục mới cho mình và cho cả quan hộ vệ. Ông còn rất chuộng trang điểm, ăn mặc lòe loẹt, không tuân theo y phục hoàng tộc truyền thống. Do vậy, ông thường bị đả kích bởi báo chí và các phong trào yêu nước Việt Nam đương thời."
145,Bảo Đại,Nguyễn Phước Vĩnh Thụy,,Hoàng đế thứ 13,22/10/1913,31/07/1997,14,"Bảo Đại (chữ Hán: 保大, 22 tháng 10 năm 1913 – 31 tháng 7 năm 1997), tên khai sinh là Nguyễn Phước Vĩnh Thụy (阮福永瑞), là vị hoàng đế thứ 13 và là vị vua cuối cùng của triều đại nhà Nguyễn, cũng là vị hoàng đế cuối cùng của chế độ quân chủ trong lịch sử Việt Nam.| Bảo Đại vốn là niên hiệu của ông, tục lệ các vị Hoàng đế nhà Nguyễn chỉ giữ một niên hiệu nên dân gian hay dùng niên hiệu để gọi vị Hoàng đế đó. Ông lên ngôi năm 1925 khi Đại Nam vẫn còn dưới thời Pháp thuộc.  Đến năm 1945, dưới sự sắp xếp của phát xít Nhật, ông công bố Tuyên cáo Việt Nam độc lập và là Hoàng đế đầu tiên của Đế quốc Việt Nam. Trong Cuộc Cách mạng Tháng Tám vào cùng năm, Bảo Đại ban bố chiếu thoái vị, chấm dứt triều đại nhà Nguyễn từ năm 1802 cũng như sự thống trị của dòng họ Nguyễn (Phúc) từ năm 1558. Ông nhận làm Cố vấn tối cao cho Chính phủ Cách mạng lâm thời Việt Nam Dân chủ Cộng hòa do Chủ tịch Hồ Chí Minh lãnh đạo, nhưng sau đó ông lại bỏ sang Hồng Kông.| Giữa bối cảnh Chiến tranh Đông Dương đang diễn ra, năm 1948, với sự liên lạc của mật thám Pháp tại Hồng Kông, Bảo Đại đứng ra đại diện cho các đảng phái quốc gia để thành lập nên Quốc gia Việt Nam hợp tác với Liên hiệp Pháp để chống lại chính phủ Việt Nam Dân chủ Cộng hòa. Là Quốc trưởng của Quốc gia Việt Nam (1949 – 1955), Bảo Đại đã bị Tòa án Việt Nam Dân chủ Cộng hòa kết án phản quốc với cáo trạng đã hợp tác với Liên hiệp Pháp, chống lại phong trào kháng chiến của dân tộc Việt Nam. Năm 1955, Thủ tướng Ngô Đình Diệm phế truất ông để thành lập Việt Nam Cộng hòa. Từ đó, Bảo Đại đến sống lưu vong ở Pháp tới khi qua đời."
